December 2018 - November 2019 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99,Rank out of 125 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OK-033,"Cotton County",33.76,92,3.73,30.03
OK-035,"Craig County",72.23,125,30.11,42.12
OK-037,"Creek County",57.97,123,20.41,37.56
OK-039,"Custer County",37.73,117,11.09,26.64
OK-041,"Delaware County",81.54,125,37.92,43.62
OK-043,"Dewey County",33.68,111,7.29,26.39
OK-045,"Ellis County",27.7,103,4.25,23.45
OK-047,"Garfield County",48.17,124,17.66,30.51
OK-049,"Garvin County",43.66,104,7.78,35.88
OK-051,"Grady County",42.37,114,9.9,32.47
OK-053,"Grant County",45.46,123,15.75,29.71
OK-055,"Greer County",30.07,98,4.82,25.25
OK-057,"Harmon County",27.28,93,3.1,24.18
OK-059,"Harper County",29.05,113,5.86,23.19
OK-061,"Haskell County",63.05,120,18.78,44.27
OK-063,"Hughes County",55.11,117,13.99,41.12
OK-065,"Jackson County",29.67,92,4.24,25.43
OK-067,"Jefferson County",37.74,95,5.13,32.61
OK-069,"Johnston County",56.67,117,17.08,39.59
OK-071,"Kay County",50.19,124,16.99,33.2
OK-073,"Kingfisher County",47.15,123,17.97,29.18
OK-075,"Kiowa County",33.59,104,6.16,27.43
OK-077,"Latimer County",64.62,119,17.97,46.65
OK-079,"Le Flore County",68.1,121,20.75,47.35
OK-081,"Lincoln County",52.65,122,16.83,35.82
OK-083,"Logan County",51.45,124,19.85,31.6
OK-085,"Love County",46.15,114,10.24,35.91
OK-087,"McClain County",44.88,114,10.35,34.53
OK-089,"McCurtain County",68.57,118,19.04,49.53
OK-091,"McIntosh County",57.32,120,15.44,41.88
OK-093,"Major County",38.76,120,11.21,27.55
OK-095,"Marshall County",54.6,117,16.1,38.5
OK-097,"Mayes County",77.11,125,35.14,41.97
OK-099,"Murray County",49.12,115,10.94,38.18
OK-101,"Muskogee County",57.68,119,15.35,42.33
OK-103,"Noble County",53.8,123,20.67,33.13
OK-105,"Nowata County",60.03,124,20.57,39.46
OK-107,"Okfuskee County",55.11,120,16.5,38.61
OK-109,"Oklahoma County",52.13,124,19.17,32.96
OK-111,"Okmulgee County",59.74,124,19.97,39.77
OK-113,"Osage County",58.18,125,22.21,35.97
OK-115,"Ottawa County",77.46,125,35.08,42.38
OK-117,"Pawnee County",60.01,124,24.83,35.18
OK-119,"Payne County",56.9,124,22.49,34.41
OK-121,"Pittsburg County",59.91,117,15.37,44.54
OK-123,"Pontotoc County",54.53,118,15.07,39.46
OK-125,"Pottawatomie County",50.94,115,14.47,36.47
OK-127,"Pushmataha County",64.66,118,16.14,48.52
OK-129,"Roger Mills County",30.41,111,5.81,24.6
OK-131,"Rogers County",67.83,125,28.3,39.53
OK-133,"Seminole County",52.26,114,14.07,38.19
OK-135,"Sequoyah County",70.64,124,25.77,44.87
OK-137,"Stephens County",39.13,99,6.06,33.07
OK-139,"Texas County",20.23,94,2.07,18.16
OK-141,"Tillman County",28.76,83,1.7,27.06
OK-143,"Tulsa County",63.2,125,24.74,38.46
OK-145,"Wagoner County",63.13,125,22.15,40.98
OK-147,"Washington County",59.62,124,21.86,37.76
OK-149,"Washita County",38.94,118,11.96,26.98
OK-151,"Woods County",35.48,122,9.72,25.76
OK-153,"Woodward County",31.64,114,6.66,24.98
OR-001,"Baker County",22.61,83,1.5,21.11
OR-003,"Benton County",53.04,41,-5.01,58.05
OR-005,"Clackamas County",60.34,18,-13.87,74.21
OR-007,"Clatsop County",61.68,2,-27.29,88.97
OR-009,"Columbia County",42.45,10,-13.88,56.33
OR-011,"Coos County",66.16,58,-2.6,68.76
OR-013,"Crook County",16.91,101,2.26,14.65
OR-015,"Curry County",81.6,54,-4.42,86.02
OR-017,"Deschutes County",23.56,70,-0.05,23.61
OR-019,"Douglas County",51.69,61,-1.5,53.19
OR-021,"Gilliam County",11.84,73,0.65,11.19
OR-023,"Grant County",23.53,96,2.81,20.72
OR-025,"Harney County",14.57,92,1.74,12.83
OR-027,"Hood River County",46.13,15,-12.19,58.32
OR-029,"Jackson County",37.37,73,0.6,36.77
OR-031,"Jefferson County",19.82,82,1.5,18.32
OR-033,"Josephine County",56.26,73,1.98,54.28
OR-035,"Klamath County",27.77,75,0.74,27.03
OR-037,"Lake County",16.01,90,1.62,14.39
OR-039,"Lane County",58.22,41,-5.65,63.87
OR-041,"Lincoln County",75.29,25,-14.42,89.71
OR-043,"Linn County",60.49,26,-8.97,69.46
OR-045,"Malheur County",15.42,105,2.87,12.55
OR-047,"Marion County",52.91,22,-10.56,63.47
OR-049,"Morrow County",15.33,82,1.25,14.08
OR-051,"Multnomah County",48.21,10,-14.14,62.35
OR-053,"Polk County",52.33,19,-14.21,66.54
OR-055,"Sherman County",12.76,55,-0.35,13.11
OR-057,"Tillamook County",71.45,4,-29.48,100.93
OR-059,"Umatilla County",22.29,87,1.93,20.36
OR-061,"Union County",31.15,85,2.43,28.72
OR-063,"Wallowa County",29.1,84,1.68,27.42
OR-065,"Wasco County",19.11,47,-1.03,20.14
OR-067,"Washington County",41.06,9,-14.6,55.66
OR-069,"Wheeler County",19.47,108,3.47,16
OR-071,"Yamhill County",45.14,10,-15.63,60.77
PA-001,"Adams County",51.93,115,9.65,42.28
PA-003,"Allegheny County",53.56,123,15.21,38.35
PA-005,"Armstrong County",54.12,121,11.94,42.18
PA-007,"Beaver County",55.57,124,17.55,38.02
PA-009,"Bedford County",46.5,114,8.38,38.12
PA-011,"Berks County",57.79,121,13.54,44.25
PA-013,"Blair County",46.16,111,6.56,39.6
PA-015,"Bradford County",44.33,114,7.46,36.87
PA-017,"Bucks County",54.21,111,8.73,45.48
PA-019,"Butler County",54.57,123,13.89,40.68
PA-021,"Cambria County",49.31,107,5.84,43.47
PA-023,"Cameron County",53.13,121,11.9,41.23
PA-025,"Carbon County",58.73,114,10.19,48.54
PA-027,"Centre County",48.84,113,7.95,40.89
PA-029,"Chester County",52.56,109,7.65,44.91
PA-031,"Clarion County",51.69,117,8.57,43.12
PA-033,"Clearfield County",48.57,113,6.43,42.14
PA-035,"Clinton County",51.96,121,11.43,40.53
PA-037,"Columbia County",50.96,116,8.49,42.47
PA-039,"Crawford County",53.81,122,11.03,42.78
PA-041,"Cumberland County",52.57,118,11.09,41.48
PA-043,"Dauphin County",52.4,113,9.31,43.09
PA-045,"Delaware County",49.36,94,5.09,44.27
PA-047,"Elk County",53.41,119,10.41,43
PA-049,"Erie County",49.14,111,6.21,42.93
PA-051,"Fayette County",51.82,108,7.2,44.62
PA-053,"Forest County",52.78,117,9.03,43.75
PA-055,"Franklin County",48.6,110,8.15,40.45
PA-057,"Fulton County",45.91,110,7.05,38.86
PA-059,"Greene County",48.31,113,7.33,40.98
PA-061,"Huntingdon County",45.92,110,6.61,39.31
PA-063,"Indiana County",49.74,107,5.79,43.95
PA-065,"Jefferson County",49.61,112,6.13,43.48
PA-067,"Juniata County",47.99,108,6.41,41.58
PA-069,"Lackawanna County",54.39,120,12.26,42.13
PA-071,"Lancaster County",51.31,114,9.36,41.95
PA-073,"Lawrence County",51.58,122,12.81,38.77
PA-075,"Lebanon County",56.68,121,13.28,43.4
PA-077,"Lehigh County",60.44,122,14.99,45.45
PA-079,"Luzerne County",52.99,117,10.07,42.92
PA-081,"Lycoming County",51.66,118,10.29,41.37
PA-083,"McKean County",50.8,115,7.48,43.32
PA-085,"Mercer County",53.36,124,12.56,40.8
PA-087,"Mifflin County",47.01,107,6.16,40.85
PA-089,"Monroe County",60.88,118,12.97,47.91
PA-091,"Montgomery County",54.21,112,9.4,44.81
PA-093,"Montour County",50.26,118,9.12,41.14
PA-095,"Northampton County",60.62,120,14.87,45.75
PA-097,"Northumberland County",49.51,117,8.11,41.4
PA-099,"Perry County",50.73,109,8.1,42.63
PA-101,"Philadelphia County",51.86,111,7.72,44.14
PA-103,"Pike County",52.64,107,8.36,44.28
PA-105,"Potter County",48.51,117,8.44,40.07
PA-107,"Schuylkill County",56.52,115,10.0,46.52
PA-109,"Snyder County",50.35,114,7.92,42.43
PA-111,"Somerset County",51.34,112,7.85,43.49
PA-113,"Sullivan County",52.65,113,8.72,43.93
PA-115,"Susquehanna County",49.12,112,8.37,40.75
PA-117,"Tioga County",45.56,118,9.21,36.35
PA-119,"Union County",50.27,117,8.91,41.36
PA-121,"Venango County",56.94,125,14.83,42.11
PA-123,"Warren County",52.19,112,8.6,43.59
PA-125,"Washington County",49.81,120,10.59,39.22
PA-127,"Wayne County",49.57,103,6.95,42.62
PA-129,"Westmoreland County",54.0,120,11.69,42.31
PA-131,"Wyoming County",52.24,121,11.69,40.55
PA-133,"York County",49.46,108,8.04,41.42
RI-001,"Bristol County",51.15,100,6.43,44.72
RI-003,"Kent County",54.35,105,8.45,45.9
RI-005,"Newport County",51.92,109,8.74,43.18
RI-007,"Providence County",53.58,101,7.27,46.31
RI-009,"Washington County",56.81,119,12.99,43.82
SC-001,"Abbeville County",43.7,43,-4.24,47.94
SC-003,"Aiken County",44.64,61,-0.92,45.56
SC-005,"Allendale County",44.92,58,-1.46,46.38
SC-007,"Anderson County",46.63,49,-2.3,48.93
SC-009,"Bamberg County",42.27,35,-4.41,46.68
SC-011,"Barnwell County",43.19,43,-2.99,46.18
SC-013,"Beaufort County",49.42,67,1.32,48.1
SC-015,"Berkeley County",47.7,58,-0.81,48.51
SC-017,"Calhoun County",41.04,30,-5.04,46.08
SC-019,"Charleston County",46.65,54,-1.78,48.43
SC-021,"Cherokee County",40.81,22,-8.14,48.95
SC-023,"Chester County",44.15,59,-1.96,46.11
SC-025,"Chesterfield County",45.07,60,-0.8,45.87
SC-027,"Clarendon County",48.12,73,0.32,47.8
SC-029,"Colleton County",48.15,72,0.45,47.7
SC-031,"Darlington County",47.4,80,1.55,45.85
SC-033,"Dillon County",45.15,65,-0.68,45.83
SC-035,"Dorchester County",47.09,61,-0.66,47.75
SC-037,"Edgefield County",44.52,57,-1.3,45.82
SC-039,"Fairfield County",42.39,43,-3.15,45.54
SC-041,"Florence County",47.07,68,-0.04,47.11
SC-043,"Georgetown County",48.74,60,-0.8,49.54
SC-045,"Greenville County",58.26,79,2.58,55.68
SC-047,"Greenwood County",42.68,40,-4.27,46.95
SC-049,"Hampton County",49.55,79,2.44,47.11
SC-051,"Horry County",53.3,96,4.42,48.88
SC-053,"Jasper County",50.92,82,2.68,48.24
SC-055,"Kershaw County",41.9,40,-3.91,45.81
SC-057,"Lancaster County",40.07,32,-5.44,45.51
SC-059,"Laurens County",44.94,46,-2.97,47.91
SC-061,"Lee County",48.84,80,2.52,46.32
SC-063,"Lexington County",43.92,57,-1.79,45.71
SC-065,"McCormick County",43.37,45,-3.28,46.65
SC-067,"Marion County",47.43,72,0.09,47.34
SC-069,"Marlboro County",44.87,56,-1.04,45.91
SC-071,"Newberry County",48.71,84,2.69,46.02
SC-073,"Oconee County",66.41,91,5.53,60.88
SC-075,"Orangeburg County",41.5,26,-5.21,46.71
SC-077,"Pickens County",62.76,85,3.92,58.84
SC-079,"Richland County",41.59,42,-3.74,45.33
SC-081,"Saluda County",46.76,73,0.69,46.07
SC-083,"Spartanburg County",50.79,66,-0.48,51.27
SC-085,"Sumter County",48.25,80,1.82,46.43
SC-087,"Union County",48.19,70,0.17,48.02
SC-089,"Williamsburg County",46.07,55,-2.57,48.64
SC-091,"York County",44.85,61,-2.03,46.88
SD-003,"Aurora County",40.17,125,18.76,21.41
SD-005,"Beadle County",37.12,125,16.87,20.25
SD-007,"Bennett County",33.63,125,15.31,18.32
SD-009,"Bon Homme County",35.01,123,10.94,24.07
SD-011,"Brookings County",40.18,125,17.09,23.09
SD-013,"Brown County",29.17,121,9.05,20.12
SD-015,"Brule County",38.05,125,17.95,20.1
SD-017,"Buffalo County",35.18,125,16.32,18.86
SD-019,"Butte County",25.06,125,9.55,15.51
SD-021,"Campbell County",27.26,125,10.09,17.17
SD-023,"Charles Mix County",37.55,125,15.14,22.41
SD-025,"Clark County",36.49,125,14.69,21.8
SD-027,"Clay County",34.67,119,9.25,25.42
SD-029,"Codington County",35.84,125,12.97,22.87
SD-031,"Corson County",29.33,125,12.45,16.88
SD-033,"Custer County",26.72,123,8.9,17.82
SD-035,"Davison County",42.25,125,20.51,21.74
SD-037,"Day County",34.37,125,12.71,21.66
SD-039,"Deuel County",36.47,125,12.63,23.84
SD-041,"Dewey County",29.05,125,12.12,16.93
SD-043,"Douglas County",41.02,125,18.66,22.36
SD-045,"Edmunds County",27.55,124,8.61,18.94
SD-047,"Fall River County",21.62,114,4.98,16.64
SD-049,"Faulk County",30.01,125,11.13,18.88
SD-051,"Grant County",34.28,124,11.03,23.25
SD-053,"Gregory County",36.96,125,15.24,21.72
SD-055,"Haakon County",26.1,122,9.07,17.03
SD-057,"Hamlin County",37.16,125,14.52,22.64
SD-059,"Hand County",35.5,125,16.18,19.32
SD-061,"Hanson County",40.8,125,18.6,22.2
SD-063,"Harding County",24.56,125,9.99,14.57
SD-065,"Hughes County",29.33,125,12.15,17.18
SD-067,"Hutchinson County",38.37,125,14.78,23.59
SD-069,"Hyde County",32.33,125,14.23,18.1
SD-071,"Jackson County",29.11,124,11.74,17.37
SD-073,"Jerauld County",37.58,125,16.82,20.76
SD-075,"Jones County",28.99,125,11.62,17.37
SD-077,"Kingsbury County",39.93,125,17.66,22.27
SD-079,"Lake County",41.08,125,17.44,23.64
SD-081,"Lawrence County",33.32,119,9.4,23.92
SD-083,"Lincoln County",41.79,125,16.14,25.65
SD-085,"Lyman County",33.68,125,15.37,18.31
SD-087,"McCook County",38.99,125,15.14,23.85
SD-089,"McPherson County",27.17,122,8.42,18.75
SD-091,"Marshall County",33.98,125,12.89,21.09
SD-093,"Meade County",28.04,124,11.12,16.92
SD-095,"Mellette County",30.76,125,12.49,18.27
SD-097,"Miner County",40.58,125,18.54,22.04
SD-099,"Minnehaha County",40.12,125,15.07,25.05
SD-101,"Moody County",41.5,125,17.58,23.92
SD-102,"Oglala Lakota County",26.37,124,9.13,17.24
SD-103,"Pennington County",28.42,124,10.5,17.92
SD-105,"Perkins County",25.97,125,10.15,15.82
SD-107,"Potter County",28.58,125,10.9,17.68
SD-109,"Roberts County",34.45,125,12.45,22
SD-111,"Sanborn County",39.13,125,18.05,21.08
SD-115,"Spink County",33.68,125,13.69,19.99
SD-117,"Stanley County",28.42,125,11.81,16.61
SD-119,"Sully County",28.23,125,11.53,16.7
SD-121,"Todd County",34.3,125,14.84,19.46
SD-123,"Tripp County",32.47,124,12.43,20.04
SD-125,"Turner County",37.35,123,12.24,25.11
SD-127,"Union County",35.52,119,9.56,25.96
SD-129,"Walworth County",27.18,124,9.21,17.97
SD-135,"Yankton County",35.9,122,11.16,24.74
SD-137,"Ziebach County",28.75,125,12.47,16.28
TN-001,"Anderson County",74.35,125,22.26,52.09
TN-003,"Bedford County",67.73,118,14.63,53.1
TN-005,"Benton County",61.17,107,10.29,50.88
TN-007,"Bledsoe County",70.95,118,14.94,56.01
TN-009,"Blount County",69.72,122,15.92,53.8
TN-011,"Bradley County",65.9,114,13.5,52.4
TN-013,"Campbell County",73.97,125,22.37,51.6
TN-015,"Cannon County",68.82,119,14.74,54.08
TN-017,"Carroll County",66.09,117,15.15,50.94
TN-019,"Carter County",57.85,115,10.28,47.57
TN-021,"Cheatham County",58.22,109,9.23,48.99
TN-023,"Chester County",70.82,120,19.19,51.63
TN-025,"Claiborne County",68.95,125,18.67,50.28
TN-027,"Clay County",64.9,116,12.43,52.47
TN-029,"Cocke County",61.9,122,14.03,47.87
TN-031,"Coffee County",71.67,121,17.32,54.35
TN-033,"Crockett County",71.27,121,21.13,50.14
TN-035,"Cumberland County",73.46,123,18.45,55.01
TN-037,"Davidson County",64.2,120,15.8,48.4
TN-039,"Decatur County",69.86,120,17.63,52.23
TN-041,"DeKalb County",67.47,120,14.25,53.22
TN-043,"Dickson County",60.72,112,10.52,50.2
TN-045,"Dyer County",69.37,121,20.89,48.48
TN-047,"Fayette County",69.66,118,17.57,52.09
TN-049,"Fentress County",72.47,125,19.43,53.04
TN-051,"Franklin County",74.72,124,20.21,54.51
TN-053,"Gibson County",70.43,120,20.09,50.34
TN-055,"Giles County",68.37,118,14.36,54.01
TN-057,"Grainger County",64.44,123,16.81,47.63
TN-059,"Greene County",58.54,123,14.39,44.15
TN-061,"Grundy County",77.85,124,21.0,56.85
TN-063,"Hamblen County",59.79,123,14.48,45.31
TN-065,"Hamilton County",65.58,106,11.0,54.58
TN-067,"Hancock County",63.69,123,15.26,48.43
TN-069,"Hardeman County",68.24,115,15.74,52.5
TN-071,"Hardin County",71.19,119,18.97,52.22
TN-073,"Hawkins County",60.29,123,14.41,45.88
TN-075,"Haywood County",69.8,120,19.13,50.67
TN-077,"Henderson County",70.56,122,19.01,51.55
TN-079,"Henry County",59.46,104,9.28,50.18
TN-081,"Hickman County",66.66,118,14.76,51.9
TN-083,"Houston County",60.18,108,9.84,50.34
TN-085,"Humphreys County",64.01,116,12.6,51.41
TN-087,"Jackson County",67.03,118,13.76,53.27
TN-089,"Jefferson County",61.81,122,15.97,45.84
TN-091,"Johnson County",56.99,115,8.03,48.96
TN-093,"Knox County",67.56,123,18.3,49.26
TN-095,"Lake County",71.33,122,23.05,48.28
TN-097,"Lauderdale County",69.19,122,19.88,49.31
TN-099,"Lawrence County",69.48,116,15.09,54.39
TN-101,"Lewis County",68.18,115,14.99,53.19
TN-103,"Lincoln County",73.87,123,19.51,54.36
TN-105,"Loudon County",69.54,121,17.88,51.66
TN-107,"McMinn County",71.01,122,18.31,52.7
TN-109,"McNairy County",70.93,119,18.78,52.15
TN-111,"Macon County",66.17,119,13.48,52.69
TN-113,"Madison County",71.16,120,19.92,51.24
TN-115,"Marion County",74.94,119,18.22,56.72
TN-117,"Marshall County",67.37,117,14.62,52.75
TN-119,"Maury County",62.86,110,11.33,51.53
TN-121,"Meigs County",70.76,121,17.12,53.64
TN-123,"Monroe County",71.84,120,16.17,55.67
TN-125,"Montgomery County",59.29,110,10.41,48.88
TN-127,"Moore County",74.86,122,20.37,54.49
TN-129,"Morgan County",73.22,125,20.21,53.01
TN-131,"Obion County",72.99,123,23.39,49.6
TN-133,"Overton County",69.93,121,16.37,53.56
TN-135,"Perry County",69.63,119,16.82,52.81
TN-137,"Pickett County",69.22,123,16.85,52.37
TN-139,"Polk County",70.06,119,15.45,54.61
TN-141,"Putnam County",72.32,122,17.8,54.52
TN-143,"Rhea County",72.79,121,17.47,55.32
TN-145,"Roane County",71.11,122,18.76,52.35
TN-147,"Robertson County",63.99,120,15.05,48.94
TN-149,"Rutherford County",65.86,117,14.82,51.04
TN-151,"Scott County",73.78,125,21.19,52.59
TN-153,"Sequatchie County",71.67,113,14.42,57.25
TN-155,"Sevier County",69.91,121,15.43,54.48
TN-157,"Shelby County",77.55,125,26.85,50.7
TN-159,"Smith County",64.92,116,12.12,52.8
TN-161,"Stewart County",59.68,108,9.89,49.79
TN-163,"Sullivan County",58.81,123,14.91,43.9
TN-165,"Sumner County",65.71,121,15.6,50.11
TN-167,"Tipton County",72.47,123,22.35,50.12
TN-169,"Trousdale County",65.09,117,13.28,51.81
TN-171,"Unicoi County",59.65,116,10.9,48.75
TN-173,"Union County",69.42,125,20.02,49.4
TN-175,"Van Buren County",68.62,118,14.0,54.62
TN-177,"Warren County",72.4,122,18.65,53.75
TN-179,"Washington County",57.65,123,13.51,44.14
TN-181,"Wayne County",72.96,121,18.95,54.01
TN-183,"Weakley County",66.15,119,15.66,50.49
TN-185,"White County",70.84,119,16.57,54.27
TN-187,"Williamson County",62.11,115,12.08,50.03
TN-189,"Wilson County",66.85,117,15.33,51.52
TX-001,"Anderson County",52.25,110,10.73,41.52
TX-003,"Andrews County",14.5,65,-0.16,14.66
TX-005,"Angelina County",57.78,106,9.2,48.58
TX-007,"Aransas County",29.81,47,-3.93,33.74
TX-009,"Archer County",31.91,90,4.25,27.66
TX-011,"Armstrong County",24.1,94,3.23,20.87
TX-013,"Atascosa County",20.18,26,-6.47,26.65
TX-015,"Austin County",43.05,75,2.0,41.05
TX-017,"Bailey County",21.67,105,4.25,17.42
TX-019,"Bandera County",22.99,29,-6.88,29.87
TX-021,"Bastrop County",37.74,79,2.69,35.05
TX-023,"Baylor County",27.06,78,1.52,25.54
TX-025,"Bee County",22.36,21,-7.81,30.17
TX-027,"Bell County",32.28,61,-0.71,32.99
TX-029,"Bexar County",24.32,35,-5.38,29.7
TX-031,"Blanco County",30.16,57,-0.89,31.05
TX-033,"Borden County",20.87,86,2.03,18.84
TX-035,"Bosque County",34.48,78,2.27,32.21
TX-037,"Bowie County",61.72,116,14.06,47.66
TX-039,"Brazoria County",60.27,108,14.89,45.38
TX-041,"Brazos County",46.21,96,6.7,39.51
TX-043,"Brewster County",13.8,80,0.72,13.08
TX-045,"Briscoe County",19.98,59,-0.9,20.88
TX-047,"Brooks County",17.29,21,-6.46,23.75
TX-049,"Brown County",27.63,71,0.85,26.78
TX-051,"Burleson County",44.59,99,7.02,37.57
TX-053,"Burnet County",27.62,47,-2.61,30.23
TX-055,"Caldwell County",29.49,43,-3.93,33.42
TX-057,"Calhoun County",35.2,52,-2.67,37.87
TX-059,"Callahan County",31.39,100,5.58,25.81
TX-061,"Cameron County",26.48,77,1.65,24.83
TX-063,"Camp County",59.25,116,14.78,44.47
TX-065,"Carson County",26.45,112,5.79,20.66
TX-067,"Cass County",60.11,112,12.8,47.31
TX-069,"Castro County",21.65,96,3.04,18.61
TX-071,"Chambers County",77.08,120,27.45,49.63
TX-073,"Cherokee County",57.11,110,12.67,44.44
TX-075,"Childress County",24.03,82,1.47,22.56
TX-077,"Clay County",35.49,99,5.47,30.02
TX-079,"Cochran County",17.35,69,-0.13,17.48
TX-081,"Coke County",20.05,52,-1.9,21.95
TX-083,"Coleman County",27.4,76,1.5,25.9
TX-085,"Collin County",47.64,109,9.65,37.99
TX-087,"Collingsworth County",26.13,93,2.91,23.22
TX-089,"Colorado County",42.45,76,1.99,40.46
TX-091,"Comal County",27.5,39,-5.03,32.53
TX-093,"Comanche County",29.38,74,1.13,28.25
TX-095,"Concho County",21.56,46,-2.46,24.02
TX-097,"Cooke County",44.41,104,8.86,35.55
TX-099,"Coryell County",31.72,63,0.14,31.58
TX-101,"Cottle County",23.6,81,1.2,22.4
TX-103,"Crane County",12.73,60,-0.39,13.12
TX-105,"Crockett County",16.99,56,-1.09,18.08
TX-107,"Crosby County",21.86,84,1.56,20.3
TX-109,"Culberson County",9.82,38,-2.08,11.9
TX-111,"Dallam County",13.73,33,-2.88,16.61
TX-113,"Dallas County",44.51,104,8.09,36.42
TX-115,"Dawson County",18.06,76,0.66,17.4
TX-117,"Deaf Smith County",21.65,97,3.34,18.31
TX-119,"Delta County",62.67,122,19.62,43.05
TX-121,"Denton County",42.26,98,7.36,34.9
TX-123,"DeWitt County",28.69,39,-5.9,34.59
TX-125,"Dickens County",23.73,84,2.16,21.57
TX-127,"Dimmit County",11.26,5,-9.84,21.1
TX-129,"Donley County",23.31,78,1.37,21.94
TX-131,"Duval County",14.76,9,-8.97,23.73
TX-133,"Eastland County",32.87,97,5.29,27.58
TX-135,"Ector County",14.77,76,0.98,13.79
TX-137,"Edwards County",21.81,54,-1.72,23.53
TX-139,"Ellis County",44.56,107,8.12,36.44
TX-141,"El Paso County",9.08,70,0.29,8.79
TX-143,"Erath County",31.55,78,1.85,29.7
TX-145,"Falls County",43.79,105,8.8,34.99
TX-147,"Fannin County",53.0,113,11.92,41.08
TX-149,"Fayette County",38.51,70,1.07,37.44
TX-151,"Fisher County",23.93,84,1.98,21.95
TX-153,"Floyd County",20.96,74,0.3,20.66
TX-155,"Foard County",24.26,70,0.02,24.24
TX-157,"Fort Bend County",53.23,101,9.07,44.16
TX-159,"Franklin County",60.18,117,16.22,43.96
TX-161,"Freestone County",43.96,87,4.97,38.99
TX-163,"Frio County",16.72,17,-7.45,24.17
TX-165,"Gaines County",15.15,57,-0.79,15.94
TX-167,"Galveston County",67.81,117,20.64,47.17
TX-169,"Garza County",21.34,84,1.83,19.51
TX-171,"Gillespie County",26.83,52,-2.22,29.05
TX-173,"Glasscock County",18.37,70,0.65,17.72
TX-175,"Goliad County",24.9,23,-8.29,33.19
TX-177,"Gonzales County",26.9,33,-6.88,33.78
TX-179,"Gray County",26.94,107,4.78,22.16
TX-181,"Grayson County",51.34,115,13.14,38.2
TX-183,"Gregg County",56.76,110,11.71,45.05
TX-185,"Grimes County",47.46,91,5.6,41.86
TX-187,"Guadalupe County",27.29,43,-4.55,31.84
TX-189,"Hale County",19.6,75,0.22,19.38
TX-191,"Hall County",20.96,65,-0.22,21.18
TX-193,"Hamilton County",27.77,45,-2.12,29.89
TX-195,"Hansford County",24.65,114,5.59,19.06
TX-197,"Hardeman County",25.81,81,1.36,24.45
TX-199,"Hardin County",82.99,124,30.6,52.39
TX-201,"Harris County",58.93,107,12.46,46.47
TX-203,"Harrison County",61.04,115,13.93,47.11
TX-205,"Hartley County",17.18,76,-0.16,17.34
TX-207,"Haskell County",27.45,86,3.37,24.08
TX-209,"Hays County",31.29,54,-1.71,33
TX-211,"Hemphill County",26.67,101,4.17,22.5
TX-213,"Henderson County",48.46,103,7.52,40.94
TX-215,"Hidalgo County",22.48,68,-0.3,22.78
TX-217,"Hill County",39.31,87,4.5,34.81
TX-219,"Hockley County",17.82,68,-0.37,18.19
TX-221,"Hood County",38.06,103,6.97,31.09
TX-223,"Hopkins County",61.06,120,18.35,42.71
TX-225,"Houston County",51.87,102,7.73,44.14
TX-227,"Howard County",20.6,81,2.07,18.53
TX-229,"Hudspeth County",10.34,66,0.04,10.3
TX-231,"Hunt County",51.95,114,11.45,40.5
TX-233,"Hutchinson County",25.14,112,5.73,19.41
TX-235,"Irion County",19.94,61,-0.03,19.97
TX-237,"Jack County",34.68,94,4.68,30
TX-239,"Jackson County",38.63,62,-1.16,39.79
TX-241,"Jasper County",73.45,118,19.32,54.13
TX-243,"Jeff Davis County",13.9,61,-0.86,14.76
TX-245,"Jefferson County",84.37,122,32.04,52.33
TX-247,"Jim Hogg County",18.43,38,-3.41,21.84
TX-249,"Jim Wells County",16.2,9,-10.14,26.34
TX-251,"Johnson County",37.7,91,4.2,33.5
TX-253,"Jones County",26.83,89,3.32,23.51
TX-255,"Karnes County",23.78,30,-6.4,30.18
TX-257,"Kaufman County",46.8,105,7.46,39.34
TX-259,"Kendall County",27.67,44,-3.56,31.23
TX-261,"Kenedy County",21.42,42,-4.15,25.57
TX-263,"Kent County",23.74,91,2.97,20.77
TX-265,"Kerr County",22.7,27,-5.91,28.61
TX-267,"Kimble County",19.46,22,-6.26,25.72
TX-269,"King County",23.67,80,1.05,22.62
TX-271,"Kinney County",22.09,72,0.59,21.5
TX-273,"Kleberg County",15.75,6,-11.08,26.83
TX-275,"Knox County",24.2,69,0.16,24.04
TX-277,"Lamar County",63.98,123,19.75,44.23
TX-279,"Lamb County",22.15,98,3.73,18.42
TX-281,"Lampasas County",25.87,38,-3.62,29.49
TX-283,"La Salle County",15.02,11,-7.12,22.14
TX-285,"Lavaca County",34.12,52,-3.55,37.67
TX-287,"Lee County",41.33,89,5.12,36.21
TX-289,"Leon County",48.78,98,8.13,40.65
TX-291,"Liberty County",76.16,119,26.56,49.6
TX-293,"Limestone County",44.91,101,7.6,37.31
TX-295,"Lipscomb County",27.22,107,5.34,21.88
TX-297,"Live Oak County",21.85,37,-5.05,26.9
TX-299,"Llano County",23.12,26,-5.25,28.37
TX-301,"Loving County",8.64,27,-2.87,11.51
TX-303,"Lubbock County",21.74,91,2.83,18.91
TX-305,"Lynn County",19.97,85,1.43,18.54
TX-307,"McCulloch County",23.13,44,-2.5,25.63
