January - December 2019 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 126 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OK-037,"Creek County",60.1,75,0.2,59.9
OK-039,"Custer County",59.2,75,0.4,58.8
OK-041,"Delaware County",58.2,51,-0.3,58.5
OK-043,"Dewey County",58.2,68,0.0,58.2
OK-045,"Ellis County",57.6,77,0.3,57.3
OK-047,"Garfield County",58.9,77,0.3,58.6
OK-049,"Garvin County",61.3,55,-0.2,61.5
OK-051,"Grady County",60.9,86,0.6,60.3
OK-053,"Grant County",58.1,69,0.1,58
OK-055,"Greer County",60.9,81,0.4,60.5
OK-057,"Harmon County",61.5,86,0.6,60.9
OK-059,"Harper County",57.2,56,-0.2,57.4
OK-061,"Haskell County",61.5,79,0.4,61.1
OK-063,"Hughes County",61.2,74,0.1,61.1
OK-065,"Jackson County",62.0,84,0.5,61.5
OK-067,"Jefferson County",62.7,54,-0.2,62.9
OK-069,"Johnston County",62.2,69,0.1,62.1
OK-071,"Kay County",58.2,60,-0.1,58.3
OK-073,"Kingfisher County",59.8,68,0.1,59.7
OK-075,"Kiowa County",61.1,85,0.6,60.5
OK-077,"Latimer County",61.3,81,0.3,61
OK-079,"Le Flore County",61.2,94,0.9,60.3
OK-081,"Lincoln County",60.2,59,-0.2,60.4
OK-083,"Logan County",59.8,61,0.1,59.7
OK-085,"Love County",62.9,54,-0.2,63.1
OK-087,"McClain County",60.9,74,0.2,60.7
OK-089,"McCurtain County",62.3,108,1.3,61
OK-091,"McIntosh County",61.3,71,0.1,61.2
OK-093,"Major County",58.6,67,0.0,58.6
OK-095,"Marshall County",62.9,70,0.0,62.9
OK-097,"Mayes County",59.0,40,-0.6,59.6
OK-099,"Murray County",61.6,56,-0.3,61.9
OK-101,"Muskogee County",60.9,63,0.1,60.8
OK-103,"Noble County",59.4,79,0.4,59
OK-105,"Nowata County",58.4,50,-0.2,58.6
OK-107,"Okfuskee County",60.8,76,0.1,60.7
OK-109,"Oklahoma County",60.3,68,0.1,60.2
OK-111,"Okmulgee County",60.8,66,0.0,60.8
OK-113,"Osage County",58.5,63,-0.1,58.6
OK-115,"Ottawa County",58.5,74,0.3,58.2
OK-117,"Pawnee County",59.5,76,0.2,59.3
OK-119,"Payne County",59.9,78,0.3,59.6
OK-121,"Pittsburg County",61.4,68,0.0,61.4
OK-123,"Pontotoc County",61.4,68,0.0,61.4
OK-125,"Pottawatomie County",60.7,60,-0.2,60.9
OK-127,"Pushmataha County",61.8,93,0.7,61.1
OK-129,"Roger Mills County",58.9,82,0.6,58.3
OK-131,"Rogers County",59.5,66,0.0,59.5
OK-133,"Seminole County",60.8,59,-0.1,60.9
OK-135,"Sequoyah County",61.0,84,0.5,60.5
OK-137,"Stephens County",61.6,59,-0.1,61.7
OK-139,"Texas County",56.0,59,0.0,56
OK-141,"Tillman County",62.6,85,0.5,62.1
OK-143,"Tulsa County",60.1,71,0.2,59.9
OK-145,"Wagoner County",60.3,57,-0.2,60.5
OK-147,"Washington County",58.7,70,0.1,58.6
OK-149,"Washita County",60.1,81,0.5,59.6
OK-151,"Woods County",57.5,60,0.0,57.5
OK-153,"Woodward County",57.4,56,-0.1,57.5
OR-001,"Baker County",45.1,84,0.7,44.4
OR-003,"Benton County",52.0,87,0.5,51.5
OR-005,"Clackamas County",48.2,89,0.6,47.6
OR-007,"Clatsop County",50.1,107,1.2,48.9
OR-009,"Columbia County",50.7,104,1.1,49.6
OR-011,"Coos County",52.9,108,1.7,51.2
OR-013,"Crook County",45.2,76,0.5,44.7
OR-015,"Curry County",53.1,108,1.6,51.5
OR-017,"Deschutes County",43.8,77,0.4,43.4
OR-019,"Douglas County",51.0,102,1.1,49.9
OR-021,"Gilliam County",49.0,55,-0.1,49.1
OR-023,"Grant County",43.7,71,0.4,43.3
OR-025,"Harney County",45.5,78,0.8,44.7
OR-027,"Hood River County",45.1,82,0.5,44.6
OR-029,"Jackson County",50.3,99,1.0,49.3
OR-031,"Jefferson County",46.6,67,0.1,46.5
OR-033,"Josephine County",51.2,104,1.4,49.8
OR-035,"Klamath County",44.3,94,1.0,43.3
OR-037,"Lake County",44.7,80,0.7,44
OR-039,"Lane County",49.8,94,0.7,49.1
OR-041,"Lincoln County",51.5,96,0.6,50.9
OR-043,"Linn County",49.0,87,0.5,48.5
OR-045,"Malheur County",47.5,72,0.4,47.1
OR-047,"Marion County",49.7,94,0.7,49
OR-049,"Morrow County",48.7,68,0.2,48.5
OR-051,"Multnomah County",51.3,92,0.8,50.5
OR-053,"Polk County",51.7,100,0.8,50.9
OR-055,"Sherman County",48.8,50,-0.2,49
OR-057,"Tillamook County",49.5,101,0.8,48.7
OR-059,"Umatilla County",47.8,69,0.3,47.5
OR-061,"Union County",43.9,76,0.6,43.3
OR-063,"Wallowa County",42.8,68,0.1,42.7
OR-065,"Wasco County",47.5,67,0.1,47.4
OR-067,"Washington County",50.9,96,0.8,50.1
OR-069,"Wheeler County",46.1,53,-0.2,46.3
OR-071,"Yamhill County",51.7,96,0.7,51
PA-001,"Adams County",53.4,116,2.3,51.1
PA-003,"Allegheny County",52.3,108,1.7,50.6
PA-005,"Armstrong County",50.5,110,1.8,48.7
PA-007,"Beaver County",51.3,100,1.2,50.1
PA-009,"Bedford County",51.4,114,1.8,49.6
PA-011,"Berks County",53.1,116,2.5,50.6
PA-013,"Blair County",49.8,106,1.4,48.4
PA-015,"Bradford County",47.3,101,1.3,46
PA-017,"Bucks County",53.9,118,3.1,50.8
PA-019,"Butler County",50.0,103,1.3,48.7
PA-021,"Cambria County",48.2,106,1.3,46.9
PA-023,"Cameron County",47.0,79,0.3,46.7
PA-025,"Carbon County",48.5,108,1.9,46.6
PA-027,"Centre County",48.8,92,0.6,48.2
PA-029,"Chester County",54.0,115,2.5,51.5
PA-031,"Clarion County",49.2,113,2.1,47.1
PA-033,"Clearfield County",47.9,96,1.1,46.8
PA-035,"Clinton County",48.2,84,0.5,47.7
PA-037,"Columbia County",49.4,106,1.5,47.9
PA-039,"Crawford County",48.4,109,2.0,46.4
PA-041,"Cumberland County",53.5,116,2.4,51.1
PA-043,"Dauphin County",52.7,117,2.5,50.2
PA-045,"Delaware County",55.6,115,2.5,53.1
PA-047,"Elk County",47.6,114,2.1,45.5
PA-049,"Erie County",48.5,108,1.9,46.6
PA-051,"Fayette County",51.7,117,1.9,49.8
PA-053,"Forest County",48.2,116,2.3,45.9
PA-055,"Franklin County",53.1,115,2.2,50.9
PA-057,"Fulton County",52.6,114,2.1,50.5
PA-059,"Greene County",52.9,118,2.2,50.7
PA-061,"Huntingdon County",51.4,109,1.6,49.8
PA-063,"Indiana County",49.8,108,1.6,48.2
PA-065,"Jefferson County",48.2,110,1.9,46.3
PA-067,"Juniata County",52.1,111,1.7,50.4
PA-069,"Lackawanna County",47.2,105,1.5,45.7
PA-071,"Lancaster County",53.5,114,2.3,51.2
PA-073,"Lawrence County",50.1,100,1.2,48.9
PA-075,"Lebanon County",52.7,116,2.5,50.2
PA-077,"Lehigh County",52.9,120,3.1,49.8
PA-079,"Luzerne County",47.7,99,1.3,46.4
PA-081,"Lycoming County",48.3,100,1.2,47.1
PA-083,"McKean County",46.4,111,1.9,44.5
PA-085,"Mercer County",49.2,109,1.9,47.3
PA-087,"Mifflin County",51.2,106,1.3,49.9
PA-089,"Monroe County",48.0,109,2.0,46
PA-091,"Montgomery County",54.6,119,2.9,51.7
PA-093,"Montour County",50.4,106,1.6,48.8
PA-095,"Northampton County",51.9,118,3.0,48.9
PA-097,"Northumberland County",50.7,109,1.7,49
PA-099,"Perry County",52.6,114,2.1,50.5
PA-101,"Philadelphia County",56.5,120,3.3,53.2
PA-103,"Pike County",47.6,107,1.8,45.8
PA-105,"Potter County",45.7,83,0.6,45.1
PA-107,"Schuylkill County",50.2,114,2.1,48.1
PA-109,"Snyder County",51.0,107,1.4,49.6
PA-111,"Somerset County",49.2,119,2.2,47
PA-113,"Sullivan County",45.8,100,1.2,44.6
PA-115,"Susquehanna County",46.7,101,1.2,45.5
PA-117,"Tioga County",46.2,94,0.9,45.3
PA-119,"Union County",50.2,107,1.3,48.9
PA-121,"Venango County",48.9,112,2.1,46.8
PA-123,"Warren County",47.3,109,1.8,45.5
PA-125,"Washington County",52.4,116,1.9,50.5
PA-127,"Wayne County",46.6,104,1.4,45.2
PA-129,"Westmoreland County",51.4,107,1.5,49.9
PA-131,"Wyoming County",47.7,105,1.5,46.2
PA-133,"York County",53.8,117,2.7,51.1
RI-001,"Bristol County",51.6,108,1.8,49.8
RI-003,"Kent County",50.6,108,2.1,48.5
RI-005,"Newport County",51.5,108,2.0,49.5
RI-007,"Providence County",49.9,107,1.7,48.2
RI-009,"Washington County",51.2,112,2.5,48.7
SC-001,"Abbeville County",63.9,125,2.6,61.3
SC-003,"Aiken County",66.2,126,3.2,63
SC-005,"Allendale County",66.4,125,2.6,63.8
SC-007,"Anderson County",63.4,125,2.9,60.5
SC-009,"Bamberg County",66.0,124,2.3,63.7
SC-011,"Barnwell County",66.3,125,2.9,63.4
SC-013,"Beaufort County",68.7,125,3.1,65.6
SC-015,"Berkeley County",67.0,125,2.9,64.1
SC-017,"Calhoun County",66.0,125,2.6,63.4
SC-019,"Charleston County",67.5,123,2.8,64.7
SC-021,"Cherokee County",61.9,125,2.4,59.5
SC-023,"Chester County",62.9,124,2.1,60.8
SC-025,"Chesterfield County",64.2,126,3.2,61
SC-027,"Clarendon County",65.9,124,2.4,63.5
SC-029,"Colleton County",66.9,125,2.8,64.1
SC-031,"Darlington County",65.3,126,3.2,62.1
SC-033,"Dillon County",65.4,126,3.2,62.2
SC-035,"Dorchester County",67.0,125,2.9,64.1
SC-037,"Edgefield County",65.3,126,2.7,62.6
SC-039,"Fairfield County",63.7,122,2.0,61.7
SC-041,"Florence County",65.9,126,3.0,62.9
SC-043,"Georgetown County",65.6,121,1.9,63.7
SC-045,"Greenville County",62.2,126,3.0,59.2
SC-047,"Greenwood County",64.0,124,2.3,61.7
SC-049,"Hampton County",66.7,126,2.5,64.2
SC-051,"Horry County",65.2,123,2.3,62.9
SC-053,"Jasper County",67.9,125,2.9,65
SC-055,"Kershaw County",64.1,124,2.5,61.6
SC-057,"Lancaster County",63.1,126,2.8,60.3
SC-059,"Laurens County",63.3,124,2.2,61.1
SC-061,"Lee County",65.0,126,2.7,62.3
SC-063,"Lexington County",65.3,125,2.9,62.4
SC-065,"McCormick County",64.6,125,2.4,62.2
SC-067,"Marion County",65.7,126,2.8,62.9
SC-069,"Marlboro County",65.1,126,3.3,61.8
SC-071,"Newberry County",63.9,121,2.3,61.6
SC-073,"Oconee County",61.4,120,1.9,59.5
SC-075,"Orangeburg County",66.3,125,2.7,63.6
SC-077,"Pickens County",62.2,125,3.1,59.1
SC-079,"Richland County",65.3,123,2.5,62.8
SC-081,"Saluda County",64.4,124,2.5,61.9
SC-083,"Spartanburg County",62.6,126,2.8,59.8
SC-085,"Sumter County",65.2,124,2.3,62.9
SC-087,"Union County",62.7,121,2.1,60.6
SC-089,"Williamsburg County",65.9,124,2.5,63.4
SC-091,"York County",62.5,126,2.6,59.9
SD-003,"Aurora County",43.4,9,-2.3,45.7
SD-005,"Beadle County",42.2,11,-2.3,44.5
SD-007,"Bennett County",44.4,19,-1.7,46.1
SD-009,"Bon Homme County",45.8,21,-1.5,47.3
SD-011,"Brookings County",40.9,17,-1.9,42.8
SD-013,"Brown County",40.1,18,-2.0,42.1
SD-015,"Brule County",44.3,17,-1.8,46.1
SD-017,"Buffalo County",42.6,8,-2.6,45.2
SD-019,"Butte County",42.2,12,-2.4,44.6
SD-021,"Campbell County",39.4,7,-3.2,42.6
SD-023,"Charles Mix County",45.7,20,-1.7,47.4
SD-025,"Clark County",40.4,18,-1.9,42.3
SD-027,"Clay County",45.5,20,-1.5,47
SD-029,"Codington County",39.5,17,-1.8,41.3
SD-031,"Corson County",40.1,8,-3.0,43.1
SD-033,"Custer County",43.2,18,-1.6,44.8
SD-035,"Davison County",43.2,5,-2.9,46.1
SD-037,"Day County",39.0,14,-2.2,41.2
SD-039,"Deuel County",40.0,16,-1.9,41.9
SD-041,"Dewey County",41.5,9,-2.7,44.2
SD-043,"Douglas County",44.5,14,-2.1,46.6
SD-045,"Edmunds County",39.6,6,-2.8,42.4
SD-047,"Fall River County",44.6,15,-1.9,46.5
SD-049,"Faulk County",40.2,6,-2.9,43.1
SD-051,"Grant County",40.5,19,-1.7,42.2
SD-053,"Gregory County",45.5,21,-1.5,47
SD-055,"Haakon County",43.1,6,-2.8,45.9
SD-057,"Hamlin County",40.2,21,-1.6,41.8
SD-059,"Hand County",41.2,6,-2.9,44.1
SD-061,"Hanson County",43.1,5,-2.8,45.9
SD-063,"Harding County",41.5,28,-1.2,42.7
SD-065,"Hughes County",42.6,7,-2.8,45.4
SD-067,"Hutchinson County",44.8,24,-1.7,46.5
SD-069,"Hyde County",40.9,6,-2.8,43.7
SD-071,"Jackson County",44.4,11,-2.5,46.9
SD-073,"Jerauld County",42.0,4,-2.9,44.9
SD-075,"Jones County",43.8,8,-2.8,46.6
SD-077,"Kingsbury County",41.4,20,-1.9,43.3
SD-079,"Lake County",42.1,17,-1.8,43.9
SD-081,"Lawrence County",39.7,6,-2.6,42.3
SD-083,"Lincoln County",44.5,28,-1.2,45.7
SD-085,"Lyman County",44.1,10,-2.4,46.5
SD-087,"McCook County",43.7,27,-1.5,45.2
SD-089,"McPherson County",38.5,6,-3.0,41.5
SD-091,"Marshall County",38.5,9,-2.7,41.2
SD-093,"Meade County",42.7,9,-2.5,45.2
SD-095,"Mellette County",44.9,15,-2.3,47.2
SD-097,"Miner County",42.2,8,-2.4,44.6
SD-099,"Minnehaha County",44.1,45,-0.5,44.6
SD-101,"Moody County",42.1,23,-1.6,43.7
SD-102,"Oglala Lakota County",45.2,18,-1.5,46.7
SD-103,"Pennington County",42.8,14,-2.1,44.9
SD-105,"Perkins County",40.5,12,-2.4,42.9
SD-107,"Potter County",40.5,8,-2.6,43.1
SD-109,"Roberts County",40.1,17,-1.8,41.9
SD-111,"Sanborn County",42.5,5,-3.0,45.5
SD-115,"Spink County",41.3,13,-2.2,43.5
SD-117,"Stanley County",43.1,9,-2.8,45.9
SD-119,"Sully County",41.8,8,-2.6,44.4
SD-121,"Todd County",44.8,17,-1.8,46.6
SD-123,"Tripp County",45.4,23,-1.5,46.9
SD-125,"Turner County",44.8,29,-1.1,45.9
SD-127,"Union County",45.6,24,-1.4,47
SD-129,"Walworth County",40.0,7,-2.8,42.8
SD-135,"Yankton County",45.6,28,-1.2,46.8
SD-137,"Ziebach County",42.0,11,-2.5,44.5
TN-001,"Anderson County",59.4,125,2.7,56.7
TN-003,"Bedford County",60.6,122,2.2,58.4
TN-005,"Benton County",60.2,117,1.8,58.4
TN-007,"Bledsoe County",59.1,124,2.8,56.3
TN-009,"Blount County",59.8,124,2.4,57.4
TN-011,"Bradley County",61.7,125,2.8,58.9
TN-013,"Campbell County",57.3,123,2.2,55.1
TN-015,"Cannon County",60.0,123,2.4,57.6
TN-017,"Carroll County",60.1,113,1.6,58.5
TN-019,"Carter County",55.6,126,2.8,52.8
TN-021,"Cheatham County",60.2,120,2.3,57.9
TN-023,"Chester County",60.9,118,1.8,59.1
TN-025,"Claiborne County",56.7,107,1.3,55.4
TN-027,"Clay County",59.5,121,2.4,57.1
TN-029,"Cocke County",59.5,126,2.8,56.7
TN-031,"Coffee County",59.5,119,2.1,57.4
TN-033,"Crockett County",60.7,115,1.7,59
TN-035,"Cumberland County",57.2,123,2.5,54.7
TN-037,"Davidson County",60.9,121,2.5,58.4
TN-039,"Decatur County",61.0,120,2.0,59
TN-041,"DeKalb County",59.9,123,2.4,57.5
TN-043,"Dickson County",59.5,120,2.0,57.5
TN-045,"Dyer County",60.3,107,1.3,59
TN-047,"Fayette County",61.6,113,1.5,60.1
TN-049,"Fentress County",58.2,126,3.7,54.5
TN-051,"Franklin County",59.9,116,2.0,57.9
TN-053,"Gibson County",60.2,113,1.5,58.7
TN-055,"Giles County",60.6,120,2.1,58.5
TN-057,"Grainger County",58.6,122,2.0,56.6
TN-059,"Greene County",59.3,126,2.6,56.7
TN-061,"Grundy County",58.1,123,2.3,55.8
TN-063,"Hamblen County",59.6,125,2.5,57.1
TN-065,"Hamilton County",61.6,125,2.9,58.7
TN-067,"Hancock County",57.4,116,1.7,55.7
TN-069,"Hardeman County",61.2,114,1.7,59.5
TN-071,"Hardin County",61.2,115,1.8,59.4
TN-073,"Hawkins County",58.9,125,2.4,56.5
TN-075,"Haywood County",61.2,117,1.8,59.4
TN-077,"Henderson County",60.6,117,1.9,58.7
TN-079,"Henry County",59.5,107,1.3,58.2
TN-081,"Hickman County",59.9,120,2.0,57.9
TN-083,"Houston County",59.6,118,1.8,57.8
TN-085,"Humphreys County",59.9,120,1.9,58
TN-087,"Jackson County",59.7,120,2.2,57.5
TN-089,"Jefferson County",60.4,126,2.8,57.6
TN-091,"Johnson County",54.0,126,2.7,51.3
TN-093,"Knox County",60.4,124,2.5,57.9
TN-095,"Lake County",59.7,92,0.9,58.8
TN-097,"Lauderdale County",61.3,112,1.6,59.7
TN-099,"Lawrence County",60.7,124,2.7,58
TN-101,"Lewis County",60.2,122,2.5,57.7
TN-103,"Lincoln County",60.7,117,1.8,58.9
TN-105,"Loudon County",60.9,125,2.6,58.3
TN-107,"McMinn County",61.4,126,3.0,58.4
TN-109,"McNairy County",60.9,110,1.5,59.4
TN-111,"Macon County",58.9,115,1.8,57.1
TN-113,"Madison County",60.8,118,1.8,59
TN-115,"Marion County",60.0,119,2.2,57.8
TN-117,"Marshall County",60.5,120,2.2,58.3
TN-119,"Maury County",60.3,120,2.3,58
TN-121,"Meigs County",61.3,126,3.0,58.3
TN-123,"Monroe County",60.0,126,2.6,57.4
TN-125,"Montgomery County",60.2,120,2.5,57.7
TN-127,"Moore County",60.3,118,2.0,58.3
TN-129,"Morgan County",58.5,126,3.2,55.3
TN-131,"Obion County",59.2,90,0.8,58.4
TN-133,"Overton County",59.0,125,2.9,56.1
TN-135,"Perry County",60.6,120,2.1,58.5
TN-137,"Pickett County",59.4,126,3.5,55.9
TN-139,"Polk County",60.5,125,2.5,58
TN-141,"Putnam County",59.0,123,2.5,56.5
TN-143,"Rhea County",60.2,124,2.8,57.4
TN-145,"Roane County",60.6,126,2.8,57.8
TN-147,"Robertson County",59.7,120,2.2,57.5
TN-149,"Rutherford County",60.8,122,2.4,58.4
TN-151,"Scott County",57.5,126,3.0,54.5
TN-153,"Sequatchie County",59.2,124,2.7,56.5
TN-155,"Sevier County",58.1,124,2.4,55.7
TN-157,"Shelby County",62.3,103,1.3,61
TN-159,"Smith County",59.8,116,1.8,58
TN-161,"Stewart County",59.5,113,1.6,57.9
TN-163,"Sullivan County",58.2,126,2.7,55.5
TN-165,"Sumner County",59.6,116,2.0,57.6
TN-167,"Tipton County",61.8,110,1.5,60.3
TN-169,"Trousdale County",59.9,116,1.9,58
TN-171,"Unicoi County",55.2,122,2.3,52.9
TN-173,"Union County",58.4,122,2.0,56.4
TN-175,"Van Buren County",58.7,123,2.7,56
TN-177,"Warren County",59.7,123,2.6,57.1
TN-179,"Washington County",58.5,126,2.5,56
TN-181,"Wayne County",60.9,124,2.4,58.5
TN-183,"Weakley County",59.5,101,1.1,58.4
TN-185,"White County",59.2,123,2.5,56.7
TN-187,"Williamson County",60.2,120,2.3,57.9
TN-189,"Wilson County",60.3,117,2.1,58.2
TX-001,"Anderson County",66.0,91,0.6,65.4
TX-003,"Andrews County",63.5,110,1.5,62
TX-005,"Angelina County",66.8,93,0.7,66.1
TX-007,"Aransas County",71.8,108,1.4,70.4
TX-009,"Archer County",63.8,71,0.4,63.4
TX-011,"Armstrong County",59.3,99,1.3,58
TX-013,"Atascosa County",70.8,97,0.9,69.9
TX-015,"Austin County",69.7,111,1.7,68
TX-017,"Bailey County",58.2,95,1.1,57.1
TX-019,"Bandera County",67.5,108,1.4,66.1
TX-021,"Bastrop County",69.0,111,1.6,67.4
TX-023,"Baylor County",63.9,77,0.5,63.4
TX-025,"Bee County",71.3,97,0.9,70.4
TX-027,"Bell County",67.2,105,1.5,65.7
TX-029,"Bexar County",69.6,100,1.1,68.5
TX-031,"Blanco County",67.2,103,1.1,66.1
TX-033,"Borden County",63.3,78,0.4,62.9
TX-035,"Bosque County",65.8,81,0.4,65.4
TX-037,"Bowie County",63.9,95,0.8,63.1
TX-039,"Brazoria County",71.1,118,2.2,68.9
TX-041,"Brazos County",68.0,102,1.0,67
TX-043,"Brewster County",66.7,118,2.1,64.6
TX-045,"Briscoe County",60.4,95,1.0,59.4
TX-047,"Brooks County",74.6,115,2.4,72.2
TX-049,"Brown County",65.3,99,0.9,64.4
TX-051,"Burleson County",68.5,109,1.4,67.1
TX-053,"Burnet County",67.1,101,1.0,66.1
TX-055,"Caldwell County",69.2,107,1.3,67.9
TX-057,"Calhoun County",72.2,121,2.5,69.7
TX-059,"Callahan County",64.2,86,0.5,63.7
TX-061,"Cameron County",75.6,119,2.0,73.6
TX-063,"Camp County",64.5,90,0.7,63.8
TX-065,"Carson County",58.1,99,1.3,56.8
TX-067,"Cass County",64.5,86,0.4,64.1
TX-069,"Castro County",57.6,96,0.9,56.7
TX-071,"Chambers County",69.9,114,1.7,68.2
TX-073,"Cherokee County",65.9,88,0.5,65.4
TX-075,"Childress County",62.1,90,0.7,61.4
TX-077,"Clay County",63.6,74,0.2,63.4
TX-079,"Cochran County",59.1,95,1.1,58
TX-081,"Coke County",65.2,105,1.2,64
TX-083,"Coleman County",65.5,106,1.3,64.2
TX-085,"Collin County",64.7,94,0.8,63.9
TX-087,"Collingsworth County",60.2,78,0.4,59.8
TX-089,"Colorado County",70.6,119,2.4,68.2
TX-091,"Comal County",68.4,100,1.1,67.3
TX-093,"Comanche County",65.1,99,0.8,64.3
TX-095,"Concho County",65.6,106,1.3,64.3
TX-097,"Cooke County",63.5,70,0.1,63.4
TX-099,"Coryell County",66.3,99,0.9,65.4
TX-101,"Cottle County",62.6,79,0.4,62.2
TX-103,"Crane County",66.8,114,2.1,64.7
TX-105,"Crockett County",66.3,112,1.5,64.8
TX-107,"Crosby County",61.0,87,0.7,60.3
TX-109,"Culberson County",63.3,117,2.3,61
TX-111,"Dallam County",55.1,84,0.6,54.5
TX-113,"Dallas County",66.0,90,0.7,65.3
TX-115,"Dawson County",62.6,91,0.6,62
TX-117,"Deaf Smith County",57.2,107,1.4,55.8
TX-119,"Delta County",64.3,97,1.0,63.3
TX-121,"Denton County",65.0,83,0.5,64.5
TX-123,"DeWitt County",71.0,116,1.9,69.1
TX-125,"Dickens County",62.2,78,0.4,61.8
TX-127,"Dimmit County",72.5,111,1.7,70.8
TX-129,"Donley County",59.6,91,0.8,58.8
TX-131,"Duval County",73.0,113,1.9,71.1
TX-133,"Eastland County",64.2,82,0.4,63.8
TX-135,"Ector County",64.9,112,1.9,63
TX-137,"Edwards County",66.4,103,1.3,65.1
TX-139,"Ellis County",65.9,73,0.1,65.8
TX-141,"El Paso County",65.1,121,2.9,62.2
TX-143,"Erath County",65.3,102,1.1,64.2
TX-145,"Falls County",66.7,96,0.8,65.9
TX-147,"Fannin County",63.9,96,0.9,63
TX-149,"Fayette County",69.8,115,1.9,67.9
TX-151,"Fisher County",64.6,106,1.4,63.2
TX-153,"Floyd County",59.5,81,0.6,58.9
TX-155,"Foard County",63.3,82,0.5,62.8
TX-157,"Fort Bend County",71.0,120,2.4,68.6
TX-159,"Franklin County",64.3,93,0.7,63.6
TX-161,"Freestone County",66.1,86,0.4,65.7
TX-163,"Frio County",70.9,103,1.3,69.6
TX-165,"Gaines County",61.9,103,1.0,60.9
TX-167,"Galveston County",71.2,119,2.3,68.9
TX-169,"Garza County",62.9,85,0.6,62.3
TX-171,"Gillespie County",65.8,101,0.9,64.9
TX-173,"Glasscock County",64.6,109,1.4,63.2
TX-175,"Goliad County",71.2,104,1.4,69.8
TX-177,"Gonzales County",70.1,109,1.4,68.7
TX-179,"Gray County",58.4,95,1.1,57.3
TX-181,"Grayson County",63.7,80,0.3,63.4
TX-183,"Gregg County",65.3,75,0.3,65
TX-185,"Grimes County",68.1,104,1.0,67.1
TX-187,"Guadalupe County",69.4,97,1.0,68.4
TX-189,"Hale County",59.2,96,1.0,58.2
TX-191,"Hall County",61.6,88,0.7,60.9
TX-193,"Hamilton County",65.5,95,0.7,64.8
TX-195,"Hansford County",57.3,79,0.5,56.8
TX-197,"Hardeman County",62.8,92,0.7,62.1
TX-199,"Hardin County",68.2,110,1.2,67
TX-201,"Harris County",70.4,117,1.9,68.5
TX-203,"Harrison County",65.4,78,0.2,65.2
TX-205,"Hartley County",56.2,87,0.8,55.4
TX-207,"Haskell County",63.9,72,0.3,63.6
TX-209,"Hays County",68.1,105,1.2,66.9
TX-211,"Hemphill County",58.1,82,0.4,57.7
TX-213,"Henderson County",65.8,93,0.7,65.1
TX-215,"Hidalgo County",75.3,110,1.5,73.8
TX-217,"Hill County",65.9,68,0.1,65.8
TX-219,"Hockley County",60.0,98,1.1,58.9
TX-221,"Hood County",65.6,85,0.5,65.1
TX-223,"Hopkins County",64.6,98,1.0,63.6
TX-225,"Houston County",66.2,55,0.0,66.2
TX-227,"Howard County",64.3,98,0.8,63.5
TX-229,"Hudspeth County",62.9,120,2.4,60.5
TX-231,"Hunt County",64.6,103,1.2,63.4
TX-233,"Hutchinson County",58.9,97,1.1,57.8
TX-235,"Irion County",65.3,106,1.4,63.9
TX-237,"Jack County",64.0,84,0.5,63.5
TX-239,"Jackson County",71.7,121,2.7,69
TX-241,"Jasper County",67.4,108,1.3,66.1
TX-243,"Jeff Davis County",62.5,120,2.4,60.1
TX-245,"Jefferson County",69.8,116,1.8,68
TX-247,"Jim Hogg County",74.4,114,2.2,72.2
TX-249,"Jim Wells County",73.4,114,2.1,71.3
TX-251,"Johnson County",65.4,67,0.1,65.3
TX-253,"Jones County",64.2,74,0.3,63.9
TX-255,"Karnes County",70.6,99,1.1,69.5
TX-257,"Kaufman County",65.4,80,0.3,65.1
TX-259,"Kendall County",67.1,102,1.0,66.1
TX-261,"Kenedy County",74.5,116,2.3,72.2
TX-263,"Kent County",63.9,97,0.9,63
TX-265,"Kerr County",65.7,104,1.2,64.5
TX-267,"Kimble County",65.9,114,1.8,64.1
TX-269,"King County",63.6,93,0.8,62.8
TX-271,"Kinney County",69.6,95,0.8,68.8
TX-273,"Kleberg County",74.3,122,2.9,71.4
TX-275,"Knox County",63.9,82,0.6,63.3
TX-277,"Lamar County",63.6,92,0.6,63
TX-279,"Lamb County",58.6,92,0.9,57.7
TX-281,"Lampasas County",66.3,98,0.9,65.4
TX-283,"La Salle County",72.0,101,1.2,70.8
TX-285,"Lavaca County",71.2,121,2.7,68.5
TX-287,"Lee County",68.7,113,1.6,67.1
TX-289,"Leon County",66.3,77,0.2,66.1
TX-291,"Liberty County",69.0,109,1.3,67.7
TX-293,"Limestone County",66.1,83,0.4,65.7
TX-295,"Lipscomb County",57.2,74,0.2,57
TX-297,"Live Oak County",71.6,98,1.0,70.6
TX-299,"Llano County",67.4,109,1.4,66
TX-301,"Loving County",66.0,118,2.4,63.6
TX-303,"Lubbock County",60.8,108,1.5,59.3
TX-305,"Lynn County",61.7,99,1.0,60.7
TX-307,"McCulloch County",66.0,107,1.5,64.5
TX-309,"McLennan County",66.4,89,0.6,65.8
TX-311,"McMullen County",71.7,97,1.0,70.7
TX-313,"Madison County",67.0,85,0.3,66.7
TX-315,"Marion County",65.0,76,0.2,64.8
TX-317,"Martin County",64.3,108,1.4,62.9
TX-319,"Mason County",66.3,107,1.3,65
